day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;3000;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;69.0
1;3100;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;69.0
1;3100;ORCHIDS;1100;5;1099;3;1093;48;1108;5;1109;3;1116;48;1104.0;0.0
1;3100;STARFRUIT;5048;25;;;;;5055;25;;;;;5051.5;31.8359375
1;3200;STARFRUIT;5049;29;;;;;5054;7;5056;29;;;5051.5;33.72265625
1;3200;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;69.0
1;3200;ORCHIDS;1099;6;1098;5;1091;46;1107;6;1108;5;1114;46;1103.0;0.0
1;3300;STARFRUIT;5050;2;5049;26;;;5056;28;;;;;5053.0;35.93212890625
1;3300;AMETHYSTS;9998;3;9996;2;9995;26;10004;2;10005;26;;;10001.0;75.0
1;3300;ORCHIDS;1098;6;1097;3;1091;44;1106;6;1107;3;1114;44;1102.0;0.0
1;3400;ORCHIDS;1098;6;1097;2;1091;50;1106;6;1107;2;1114;50;1102.0;0.0
1;3400;STARFRUIT;5053;3;5050;26;;;5056;1;5057;25;;;5054.5;36.1416015625
1;3400;AMETHYSTS;10000;2;9996;1;9995;25;10004;1;10005;25;;;10002.0;75.0
1;3500;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;75.0
1;3500;ORCHIDS;1098;6;1097;3;1090;41;1106;6;1107;3;1114;41;1102.0;0.0
1;3500;STARFRUIT;5050;2;5049;21;;;5054;1;5056;2;5057;21;5052.0;35.9775390625
1;3600;STARFRUIT;5053;3;5050;30;;;5057;30;;;;;5055.0;36.2099609375
1;3600;AMETHYSTS;10000;3;9995;30;;;10002;5;10005;30;;;10001.0;75.0
1;3600;ORCHIDS;1098;8;1097;5;1090;53;1106;8;1107;5;1113;53;1102.0;0.0
1;3700;STARFRUIT;5050;25;;;;;5052;5;5055;2;5057;25;5051.0;36.6572265625
1;3700;AMETHYSTS;9998;6;9996;1;9995;24;10004;1;10005;24;;;10001.0;83.0
1;3700;ORCHIDS;1097;5;1096;3;1090;45;1105;5;1106;3;1113;45;1101.0;0.0
1;3800;ORCHIDS;1098;10;1097;5;1091;50;1106;10;1107;5;1114;50;1102.0;0.0
1;3800;STARFRUIT;5051;30;;;;;5058;30;;;;;5054.5;49.44140625
1;3800;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;83.0
1;3900;AMETHYSTS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;83.0
1;3900;ORCHIDS;1098;8;1097;3;1091;45;1106;8;1107;3;1114;45;1102.0;0.0
1;3900;STARFRUIT;5051;5;5050;28;;;5057;28;;;;;5054.0;44.98828125
1;4000;STARFRUIT;5051;32;;;;;5058;32;;;;;5054.5;48.57421875
1;4000;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;91.0
1;4000;ORCHIDS;1099;10;1098;4;1092;56;1107;10;1108;4;1115;56;1103.0;0.0
1;4100;STARFRUIT;5052;1;5051;25;;;5058;26;;;;;5055.0;52.103515625
1;4100;AMETHYSTS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;91.0
1;4100;ORCHIDS;1099;8;1098;5;1092;44;1107;8;1108;5;1115;44;1103.0;0.0
1;4200;ORCHIDS;1099;6;1098;5;1091;52;1107;6;1108;5;1114;52;1103.0;0.0
1;4200;STARFRUIT;5051;28;;;;;5058;28;;;;;5054.5;49.34765625
1;4200;AMETHYSTS;9996;2;9995;26;;;9998;5;10004;2;10005;26;9997.0;91.0
1;4300;AMETHYSTS;9996;1;9995;24;;;10000;5;10004;1;10005;24;9998.0;101.0
1;4300;ORCHIDS;1100;9;1099;5;1092;51;1108;9;1109;5;1115;51;1104.0;0.0
1;4300;STARFRUIT;5053;1;5052;24;;;5055;5;5059;25;;;5054.0;58.07421875
1;4400;STARFRUIT;5052;22;;;;;5059;22;;;;;5055.5;58.37109375
1;4400;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;101.0
1;4400;ORCHIDS;1100;5;1099;5;1092;43;1108;5;1109;5;1116;43;1104.0;0.0
1;4500;STARFRUIT;5053;26;;;;;5060;26;;;;;5056.5;61.23828125
1;4500;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;101.0
1;4500;ORCHIDS;1100;7;1099;5;1093;44;1108;7;1109;5;1116;44;1104.0;0.0
1;4600;ORCHIDS;1100;9;1099;3;1093;42;1108;9;1109;3;1116;42;1104.0;0.0
1;4600;STARFRUIT;5058;1;5053;22;;;5060;22;;;;;5059.0;61.625
1;4600;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;101.0
1;4700;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;101.0
1;4700;ORCHIDS;1099;6;1098;3;1092;52;1107;6;1108;3;1115;52;1103.0;0.0
1;4700;STARFRUIT;5054;8;5053;27;;;5060;27;;;;;5057.0;60.640625
1;4800;STARFRUIT;5053;29;;;;;5060;29;;;;;5056.5;67.359375
1;4800;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;101.0
1;4800;ORCHIDS;1099;8;1098;2;1091;53;1107;8;1108;2;1115;53;1103.0;0.0
1;4900;STARFRUIT;5054;2;5053;27;;;5060;29;;;;;5057.0;72.4140625
1;4900;AMETHYSTS;9998;7;9996;2;9995;27;10004;2;10005;27;;;10001.0;101.0
1;4900;ORCHIDS;1098;5;1097;2;1090;47;1106;5;1107;2;1113;47;1102.0;0.0
1;5000;ORCHIDS;1097;8;1096;4;1090;53;1105;8;1106;4;1113;53;1101.0;0.0
1;5000;STARFRUIT;5054;6;5053;31;;;5060;31;;;;;5057.0;73.5859375
1;5000;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;107.0
1;5100;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;107.0
1;5100;ORCHIDS;1096;6;1095;2;1089;43;1104;6;1105;2;1112;43;1100.0;0.0
1;5100;STARFRUIT;5054;1;5053;25;;;5060;25;;;;;5057.0;73.0390625
1;5200;STARFRUIT;5053;30;;;;;5060;30;;;;;5056.5;68.734375
1;5200;AMETHYSTS;9998;6;9996;1;9995;29;10004;1;10005;29;;;10001.0;107.0
1;5200;ORCHIDS;1097;9;1096;2;1090;51;1105;9;1106;2;1113;51;1101.0;0.0
1;5300;STARFRUIT;5059;1;5054;22;;;5060;1;5061;21;;;5059.5;78.859375
1;5300;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;107.0
1;5300;ORCHIDS;1098;9;1097;5;1091;41;1106;9;1107;5;1114;41;1102.0;0.0
1;5400;AMETHYSTS;9998;9;9996;2;9995;20;10004;2;10005;20;;;10001.0;107.0
1;5400;ORCHIDS;1098;6;1097;5;1091;39;1106;6;1107;5;1114;39;1102.0;0.0
1;5400;STARFRUIT;5054;22;;;;;5055;5;5059;7;5061;22;5054.5;86.15625
1;5500;ORCHIDS;1097;10;1096;3;1089;56;1105;10;1106;3;1112;56;1101.0;0.0
1;5500;STARFRUIT;5054;29;;;;;5060;1;5061;28;;;5057.0;91.015625
1;5500;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;107.0
1;5600;STARFRUIT;5054;8;5053;21;;;5060;21;;;;;5057.0;85.0
1;5600;AMETHYSTS;9995;21;;;;;10002;6;10005;21;;;9998.5;107.0
1;5600;ORCHIDS;1098;5;1097;2;1090;43;1106;5;1107;2;1113;43;1102.0;0.0
1;5700;STARFRUIT;5055;7;5054;30;;;5060;1;5061;29;;;5057.5;92.625
1;5700;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;107.0
1;5700;ORCHIDS;1099;7;1098;5;1091;55;1107;7;1108;5;1114;55;1103.0;0.0
1;5800;ORCHIDS;1099;10;1098;4;1091;53;1107;10;1108;4;1115;53;1103.0;0.0
1;5800;AMETHYSTS;9996;2;9995;28;;;10002;5;10004;2;10005;28;9999.0;107.0
1;5800;STARFRUIT;5055;7;5054;30;;;5061;30;;;;;5058.0;119.134765625
1;5900;ORCHIDS;1098;9;1097;5;1090;52;1106;9;1107;5;1113;52;1102.0;0.0
1;5900;STARFRUIT;5058;4;5054;31;;;5061;31;;;;;5059.5;156.73828125
1;5900;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;107.0
1;6000;STARFRUIT;5054;2;5053;30;;;5060;32;;;;;5057.0;180.5546875
1;6000;ORCHIDS;1098;10;1096;4;1090;58;1105;10;1107;4;1113;58;1101.5;0.0
1;6000;AMETHYSTS;9998;7;9996;2;9995;30;10004;2;10005;30;;;10001.0;110.0
1;6100;STARFRUIT;5054;29;;;;;5055;5;5059;8;5061;29;5054.5;169.875
1;6100;AMETHYSTS;10002;11;9996;1;9995;28;10004;1;10005;28;;;10003.0;110.0
1;6100;ORCHIDS;1098;8;1097;5;1091;49;1106;8;1107;5;1114;49;1102.0;0.0
1;6200;ORCHIDS;1100;9;1099;2;1093;43;1108;9;1109;2;1116;43;1104.0;0.0
1;6200;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;132.0
1;6200;STARFRUIT;5054;21;;;;;5061;21;;;;;5057.5;177.390625
1;6300;ORCHIDS;1100;9;1099;2;1092;46;1108;9;1109;2;1116;46;1104.0;0.0
1;6300;STARFRUIT;5054;22;;;;;5062;22;;;;;5058.0;173.9453125
1;6300;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;132.0
1;6400;STARFRUIT;5059;3;5054;25;;;5061;25;;;;;5060.0;180.3046875
1;6400;ORCHIDS;1098;7;1097;4;1091;48;1106;7;1107;4;1114;48;1102.0;0.0
1;6400;AMETHYSTS;9996;2;9995;23;;;9998;1;10004;2;10005;23;9997.0;132.0
1;6500;STARFRUIT;5054;26;;;;;5061;26;;;;;5057.5;183.28125
1;6500;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;134.0
1;6500;ORCHIDS;1097;9;1096;4;1090;46;1105;9;1106;4;1113;46;1101.0;0.0
1;6600;ORCHIDS;1097;10;1096;4;1089;48;1105;10;1106;4;1113;48;1101.0;0.0
1;6600;AMETHYSTS;9998;6;9995;25;;;10005;25;;;;;10001.5;134.0
1;6600;STARFRUIT;5055;25;;;;;5062;25;;;;;5058.5;172.25
1;6700;ORCHIDS;1096;9;1095;2;1088;51;1104;9;1105;2;1111;51;1100.0;0.0
1;6700;STARFRUIT;5054;30;;;;;5061;30;;;;;5057.5;188.6640625
1;6700;AMETHYSTS;9996;1;9995;29;;;9998;5;10004;1;10005;29;9997.0;134.0
1;6800;STARFRUIT;5054;3;5053;30;;;5060;31;;;;;5057.0;197.4765625
1;6800;ORCHIDS;1094;5;1093;5;1087;50;1102;5;1103;5;1110;50;1098.0;0.0
1;6800;AMETHYSTS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;144.0
1;6900;STARFRUIT;5053;24;;;;;5060;24;;;;;5056.5;203.2109375
1;6900;AMETHYSTS;9996;2;9995;22;;;10002;2;10004;2;10005;22;9999.0;144.0
1;6900;ORCHIDS;1095;5;1094;5;1088;41;1103;5;1104;5;1111;41;1099.0;0.0
1;7000;ORCHIDS;1095;10;1094;3;1087;48;1103;10;1104;3;1111;48;1099.0;0.0
1;7000;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;144.0
1;7000;STARFRUIT;5058;2;5055;1;5054;23;5061;23;;;;;5059.5;189.828125
1;7100;ORCHIDS;1095;6;1094;5;1087;49;1103;6;1104;5;1111;49;1099.0;0.0
1;7100;STARFRUIT;5054;27;;;;;5061;27;;;;;5057.5;182.0
1;7100;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;144.0
1;7200;STARFRUIT;5055;20;;;;;5062;20;;;;;5058.5;172.828125
1;7200;ORCHIDS;1096;8;1095;3;1089;38;1104;8;1105;3;1112;38;1100.0;0.0
1;7200;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;144.0
1;7300;STARFRUIT;5055;1;5054;21;;;5059;8;5061;22;;;5057.0;178.953125
1;7300;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;144.0
1;7300;ORCHIDS;1096;8;1095;3;1089;44;1104;8;1105;3;1112;44;1100.0;0.0
1;7400;ORCHIDS;1096;10;1095;3;1088;46;1104;10;1105;3;1111;46;1100.0;0.0
1;7400;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;144.0
1;7400;STARFRUIT;5055;27;;;;;5062;28;;;;;5058.5;169.890625
1;7500;STARFRUIT;5055;21;;;;;5062;21;;;;;5058.5;175.15625
1;7500;ORCHIDS;1098;8;1097;4;1090;40;1106;8;1107;4;1113;40;1102.0;0.0
1;7500;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;144.0
1;7600;AMETHYSTS;9998;2;9996;1;9995;30;10004;1;10005;30;;;10001.0;144.0
1;7600;ORCHIDS;1098;9;1097;5;1090;53;1106;9;1107;5;1113;53;1102.0;0.0
1;7600;STARFRUIT;5054;31;;;;;5061;31;;;;;5057.5;183.8671875
1;7700;AMETHYSTS;9995;25;;;;;9998;1;10002;3;10005;25;9996.5;144.0
1;7700;STARFRUIT;5054;25;;;;;5061;25;;;;;5057.5;184.3671875
1;7700;ORCHIDS;1097;7;1096;3;1089;44;1105;7;1106;3;1112;44;1101.0;0.0
1;7800;AMETHYSTS;9995;22;;;;;10002;1;10005;22;;;9998.5;146.0
1;7800;ORCHIDS;1094;8;1093;3;1087;41;1102;8;1103;3;1110;41;1098.0;0.0
1;7800;STARFRUIT;5060;1;5054;22;;;5061;22;;;;;5060.5;178.0
1;7900;STARFRUIT;5055;1;5054;23;;;5059;1;5061;24;;;5057.0;181.5546875
1;7900;ORCHIDS;1093;6;1092;2;1086;41;1101;6;1102;2;1109;41;1097.0;0.0
1;7900;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;146.0
1;8000;AMETHYSTS;9995;22;;;;;10002;8;10005;22;;;9998.5;173.0
1;8000;ORCHIDS;1099;2;1093;9;1092;2;1101;9;1102;2;1109;48;1100.0;0.0
1;8000;STARFRUIT;5054;22;;;;;5061;22;;;;;5057.5;190.3828125
1;8100;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;173.0
1;8100;STARFRUIT;5054;31;;;;;5061;31;;;;;5057.5;193.46875
1;8100;ORCHIDS;1093;6;1092;2;1085;47;1101;6;1102;2;1108;47;1097.0;2198.0
1;8200;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;173.0
1;8200;ORCHIDS;1092;5;1091;2;1084;43;1100;5;1101;2;1107;43;1096.0;2198.0
1;8200;STARFRUIT;5054;24;;;;;5059;7;5061;24;;;5056.5;192.8203125
1;8300;STARFRUIT;5055;9;5054;23;;;5061;24;;;;;5058.0;183.0078125
1;8300;ORCHIDS;1092;6;1091;4;1085;43;1100;6;1101;4;1108;43;1096.0;2198.0
1;8300;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;173.0
1;8400;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;173.0
1;8400;ORCHIDS;1093;9;1092;3;1086;46;1101;9;1102;3;1109;46;1097.0;2198.0
1;8400;STARFRUIT;5055;24;;;;;5061;1;5062;23;;;5058.0;178.078125
1;8500;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;173.0
1;8500;STARFRUIT;5054;21;;;;;5062;21;;;;;5058.0;179.3125
1;8500;ORCHIDS;1093;7;1092;2;1085;39;1101;7;1102;2;1108;39;1097.0;2198.0
1;8600;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;173.0
1;8600;ORCHIDS;1092;8;1091;4;1084;46;1100;8;1101;4;1107;46;1096.0;2198.0
1;8600;STARFRUIT;5055;1;5054;24;;;5061;25;;;;;5058.0;181.0234375
1;8700;STARFRUIT;5054;30;;;;;5061;30;;;;;5057.5;190.5703125
1;8700;ORCHIDS;1092;7;1090;2;1084;51;1099;7;1101;2;1107;51;1095.5;2198.0
1;8700;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;194.0
1;8800;AMETHYSTS;9998;1;9996;2;9995;22;10004;2;10005;22;;;10001.0;194.0
1;8800;ORCHIDS;1091;8;1090;3;1084;44;1099;8;1100;3;1107;44;1095.0;2198.0
1;8800;STARFRUIT;5054;2;5053;22;;;5060;2;5061;22;;;5057.0;198.5859375
1;8900;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;194.0
1;8900;STARFRUIT;5054;29;;;;;5061;29;;;;;5057.5;190.421875
1;8900;ORCHIDS;1090;9;1089;4;1083;48;1098;9;1099;4;1106;48;1094.0;2198.0
1;9000;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;194.0
1;9000;ORCHIDS;1091;7;1090;3;1083;47;1099;7;1100;3;1106;47;1095.0;2198.0
1;9000;STARFRUIT;5054;20;;;;;5059;2;5061;20;;;5056.5;181.8671875
1;9100;STARFRUIT;5055;26;;;;;5061;1;5062;25;;;5058.0;175.25
1;9100;ORCHIDS;1090;5;1089;3;1082;43;1094;9;1098;5;1099;3;1092.0;2198.0
1;9100;AMETHYSTS;9998;3;9996;1;9995;25;10004;1;10005;25;;;10001.0;194.0
1;9200;AMETHYSTS;9998;2;9995;21;;;10005;21;;;;;10001.5;194.0
1;9200;ORCHIDS;1087;9;1086;2;1080;47;1095;9;1096;2;1103;47;1091.0;109312.0
1;9200;STARFRUIT;5055;21;;;;;5060;6;5062;21;;;5057.5;175.78125
1;9300;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;194.0
1;9300;STARFRUIT;5061;1;5055;25;;;5062;25;;;;;5061.5;168.1328125
1;9300;ORCHIDS;1087;8;1086;4;1080;43;1095;8;1096;4;1103;43;1091.0;109312.0
1;9400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;194.0
1;9400;ORCHIDS;1088;9;1087;3;1081;49;1096;9;1097;3;1104;49;1092.0;109312.0
1;9400;STARFRUIT;5055;30;;;;;5056;1;5062;30;;;5055.5;168.9609375
1;9500;STARFRUIT;5056;6;5055;28;;;5062;28;;;;;5059.0;175.078125
1;9500;ORCHIDS;1087;8;1086;4;1080;48;1095;8;1096;4;1103;48;1091.0;109312.0
1;9500;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;194.0
1;9600;AMETHYSTS;9998;6;9996;2;9995;30;10004;2;10005;30;;;10001.0;194.0
1;9600;ORCHIDS;1086;10;1085;3;1079;50;1094;10;1095;3;1102;50;1090.0;109312.0
